treatment_order,city_key,grid_id,station_event_id,station_name,wgs84_lon,wgs84_lat,opening_date,opening_month,competing_event_ids,post_treatment_censor_year
213,shenzhen,g00183x00064,shenzhen_station_41404944aa8a,宝体(地铁站),113.8757496,22.5637835,2011-06-15,2011-06,,
214,shenzhen,g00186x00060,shenzhen_station_7bf04679d0bf,西乡(地铁站),113.8581217,22.5781696,2011-06-15,2011-06,,
215,shenzhen,g00192x00057,shenzhen_station_36c2006cf8c5,固戍(地铁站),113.8418249,22.6043542,2011-06-15,2011-06,,
216,shenzhen,g00198x00055,shenzhen_station_4183db756999,后瑞(地铁站),113.8304502,22.6318011,2011-06-15,2011-06,,
217,shenzhen,g00184x00101,shenzhen_station_dd7cdec0b0cf,上梅林(地铁站),114.0542975,22.5731712,2011-06-16,2011-06,,
218,shenzhen,g00196x00094,shenzhen_station_f86f4b4237df,红山(地铁站),114.0183428,22.6244957,2011-06-16,2011-06,,
219,shenzhen,g00199x00091,shenzhen_station_728cacf149a5,上塘(地铁站),114.007805,22.6398725,2011-06-16,2011-06,,
220,shenzhen,g00201x00091,shenzhen_station_bbf51c5559eb,龙胜(地铁站),114.0069785,22.6475565,2011-06-16,2011-06,,
221,shenzhen,g00205x00096,shenzhen_station_2483144f079d,清湖(地铁站),114.03145,22.6668305,2011-06-16,2011-06,,
222,shenzhen,g00179x00066,shenzhen_station_e1ee7d2e99bd,临海(地铁站),113.8844453,22.5472099,2011-06-22,2011-06,,
223,shenzhen,g00180x00065,shenzhen_station_a911aaced6c4,宝华(地铁站),113.8802062,22.5526819,2011-06-22,2011-06,,
224,shenzhen,g00180x00117,shenzhen_station_ba818613bfa2,怡景(地铁站),114.1350574,22.5585707,2011-06-22,2011-06,,
225,shenzhen,g00182x00066,shenzhen_station_3b378bb76209,翻身(地铁站),113.8883579,22.5627404,2011-06-22,2011-06,,
226,shenzhen,g00184x00117,shenzhen_station_99ef0e4dc468,太安(地铁站),114.1320534,22.5761746,2011-06-22,2011-06,,
227,shenzhen,g00186x00117,shenzhen_station_1090669d7aac,布心(地铁站),114.132981,22.5836951,2011-06-22,2011-06,,
228,shenzhen,g00187x00077,shenzhen_station_4ebb189044cd,留仙洞(地铁站),113.9386636,22.5835453,2011-06-22,2011-06,,
229,shenzhen,g00187x00081,shenzhen_station_25e09cbe6f0f,大学城(地铁站),113.9603916,22.5849092,2011-06-22,2011-06,,
230,shenzhen,g00189x00089,shenzhen_station_d33ea809b6a7,塘朗(地铁站),113.9946691,22.5929606,2011-06-22,2011-06,,
231,shenzhen,g00192x00112,shenzhen_station_f13685263c11,长龙(地铁站),114.108714,22.6107323,2011-06-22,2011-06,,
232,shenzhen,g00193x00095,shenzhen_station_f27327bfa7e8,深圳北站(地铁站),114.025792,22.6135851,2011-06-22,2011-06,,
233,shenzhen,g00194x00111,shenzhen_station_549d6ceb55d6,下水径(地铁站),114.1055462,22.6175093,2011-06-22,2011-06,,
234,shenzhen,g00196x00105,shenzhen_station_1b99307a8ece,杨美(地铁站),114.0748407,22.6294553,2011-06-22,2011-06,,
235,nanjing,g00185x00100,nanjing_station_5412679cfebe,南京南站,118.79277,31.97121,2011-06-28,2011-06,,
236,shenzhen,g00172x00099,shenzhen_station_bef94bba84e6,益田(地铁站),114.0458838,22.5190186,2011-06-28,2011-06,,
237,shenzhen,g00174x00099,shenzhen_station_97166c261cd2,石厦(地铁站),114.0485087,22.5264342,2011-06-28,2011-06,,
238,shenzhen,g00177x00099,shenzhen_station_2e5adaded91f,福田(地铁站),114.0477716,22.5428137,2011-06-28,2011-06,,
239,shenzhen,g00177x00102,shenzhen_station_fd90f6d65ab0,岗厦北(地铁站),114.0628408,22.5410218,2011-06-28,2011-06,,
240,shenzhen,g00179x00086,shenzhen_station_153090561329,侨城北(地铁站),113.9841805,22.5468919,2011-06-28,2011-06,,
241,shenzhen,g00179x00088,shenzhen_station_dc8afa95140f,深康(地铁站),113.993854,22.5493265,2011-06-28,2011-06,,
242,shenzhen,g00179x00090,shenzhen_station_7b279fa7c3c8,安托山(地铁站),114.0012251,22.551633,2011-06-28,2011-06,,
243,shenzhen,g00179x00099,shenzhen_station_938d7c433c7b,莲花西(地铁站),114.0449302,22.5494,2011-06-28,2011-06,,
244,shenzhen,g00179x00108,shenzhen_station_f39a8d2d7526,通新岭(地铁站),114.0911477,22.5518068,2011-06-28,2011-06,,
245,shenzhen,g00180x00091,shenzhen_station_6fc4685e09b9,侨香(地铁站),114.0093468,22.5526076,2011-06-28,2011-06,,
246,shenzhen,g00180x00093,shenzhen_station_c29e7c7e266e,香蜜(地铁站),114.0187972,22.5555681,2011-06-28,2011-06,,
247,shenzhen,g00180x00097,shenzhen_station_09e4ec36964e,景田(地铁站),114.0382496,22.556165,2011-06-28,2011-06,,
248,shenzhen,g00181x00115,shenzhen_station_3fc3a5e97716,翠竹(地铁站),114.1248031,22.5588887,2011-06-28,2011-06,,
249,changchun,g00165x00235,changchun_station_f75a53625bbf,天工路(地铁站),125.3597547,43.7931913,2011-06-30,2011-06,,
250,changchun,g00167x00235,changchun_station_9c7a21e87c86,宜盛街(地铁站),125.359172,43.8047381,2011-06-30,2011-06,,
251,changchun,g00170x00235,changchun_station_b6674b60356c,南环城路(地铁站),125.3589907,43.8149437,2011-06-30,2011-06,,
252,changchun,g00171x00235,changchun_station_fc1f3ebeaf47,世荣路(地铁站),125.3588318,43.8227592,2011-06-30,2011-06,,
253,changchun,g00175x00235,changchun_station_8a0c401ede48,北海路(地铁站),125.3584029,43.8394879,2011-06-30,2011-06,,
254,changchun,g00178x00235,changchun_station_2977b6dd0aef,浦东路(地铁站),125.3581999,43.8545555,2011-06-30,2011-06,,
255,shanghai,g00170x00119,shanghai_station_9b2f30bfaf16,刘行(地铁站),121.3577504,31.3594022,2011-06-30,2011-06,,
256,shanghai,g00172x00118,shanghai_station_473c4aae2524,潘广路(地铁站),121.3512307,31.3660061,2011-06-30,2011-06,,
257,chongqing,g00326x00251,chongqing_station_713e4068d5ae,石桥铺站,106.4810028,29.5353972,2011-07-28,2011-07,,
258,chongqing,g00327x00253,chongqing_station_d781dc08b1cd,歇台子(地铁站),106.4952603,29.5414719,2011-07-28,2011-07,,
259,chongqing,g00327x00255,chongqing_station_ba9a458743ef,石油路(地铁站),106.5044847,29.5408558,2011-07-28,2011-07,,
260,chongqing,g00330x00247,chongqing_station_e2ced9e5a533,小龙坎站,106.464434,29.556197,2011-07-28,2011-07,,
261,chongqing,g00330x00263,chongqing_station_93f78de9de14,两路口站,106.545038,29.555463,2011-07-28,2011-07,,
262,chongqing,g00331x00246,chongqing_station_cddbf044a548,沙坪坝站,106.455571,29.558517,2011-07-28,2011-07,,
263,chongqing,g00331x00266,chongqing_station_7d35caa50556,七星岗站,106.5592,29.557,2011-07-28,2011-07,,
264,xian,g00124x00261,xian_station_b923f4cd413d,电视塔(地铁站),108.9427784,34.1996824,2011-09-16,2011-09,,
265,xian,g00128x00261,xian_station_2ab2d017e64d,八里村(地铁站),108.9420045,34.2141889,2011-09-16,2011-09,,
266,xian,g00130x00261,xian_station_24b54e2b7ca2,小寨(地铁站),108.9421014,34.2244311,2011-09-16,2011-09,,
267,xian,g00132x00261,xian_station_98ab1f2fa183,体育场(地铁站),108.9421295,34.2339676,2011-09-16,2011-09,,
268,xian,g00134x00261,xian_station_41050137a838,南稍门(地铁站),108.9422455,34.2419643,2011-09-16,2011-09,,
269,xian,g00136x00261,xian_station_7d780bfcbe97,永宁门站,108.94233,34.25049,2011-09-16,2011-09,,
270,xian,g00138x00261,xian_station_be20188d378d,钟楼站,108.94234,34.26234,2011-09-16,2011-09,,
271,xian,g00140x00261,xian_station_31dc96419755,北大街站,108.94268,34.27148,2011-09-16,2011-09,,
272,xian,g00143x00261,xian_station_e4b00fc8a3b0,安远门(地铁站),108.9425592,34.2827545,2011-09-16,2011-09,,
273,xian,g00145x00261,xian_station_48b658dcc6f3,龙首原(地铁站),108.9425653,34.2937448,2011-09-16,2011-09,,
274,xian,g00148x00261,xian_station_6574b5363b4d,大明宫西(地铁站),108.9425912,34.306646,2011-09-16,2011-09,,
275,xian,g00151x00261,xian_station_0cbfff0ec1de,青少年中心(地铁站),108.9426729,34.3193651,2011-09-16,2011-09,,
276,xian,g00154x00261,xian_station_0713c4564cce,凤城五路(地铁站),108.9426121,34.3313366,2011-09-16,2011-09,,
277,xian,g00156x00261,xian_station_9b9939fdb617,行政中心(地铁站),108.9426521,34.3425251,2011-09-16,2011-09,,
278,xian,g00159x00262,xian_station_e726793893fc,凤城十路(地铁站),108.943016,34.3539666,2011-09-16,2011-09,,
279,xian,g00161x00261,xian_station_0728684ba758,北苑站,108.94057,34.36356,2011-09-16,2011-09,,
280,xian,g00165x00260,xian_station_4cde7c137235,西安北站(地铁站),108.934112,34.3809278,2011-09-16,2011-09,,
281,chongqing,g00332x00270,chongqing_station_e0333cb89a78,小什字站,106.58001,29.56298,2011-09-27,2011-09,,
282,chongqing,g00333x00261,chongqing_station_c75ca63de02e,华新街站,106.53346,29.566776,2011-09-29,2011-09,,
283,chongqing,g00335x00260,chongqing_station_d85538f588f5,观音桥站,106.52871,29.5762631,2011-09-29,2011-09,,
284,chongqing,g00340x00258,chongqing_station_759049b6fe56,嘉州路(地铁站),106.5183688,29.5982891,2011-09-29,2011-09,,
285,chongqing,g00341x00261,chongqing_station_ccd0bdd5da2a,唐家院子(地铁站),106.5368915,29.601965,2011-09-29,2011-09,,
286,chongqing,g00341x00263,chongqing_station_6626ca52f313,狮子坪(地铁站),106.5454788,29.6041413,2011-09-29,2011-09,,
287,chongqing,g00342x00263,chongqing_station_4c6aea476d2f,重庆北站南广场(地铁站),106.5455476,29.6096498,2011-09-29,2011-09,,
288,chongqing,g00349x00267,chongqing_station_5d03fb12a2ad,金渝(地铁站),106.5669702,29.6382231,2011-09-29,2011-09,,
289,chongqing,g00350x00266,chongqing_station_5c90dcb66218,金童路站,106.56378,29.646105,2011-09-29,2011-09,,
290,chongqing,g00354x00265,chongqing_station_6a7bbf2398ae,鸳鸯(地铁站),106.5564369,29.6641536,2011-09-29,2011-09,,
291,chongqing,g00357x00266,chongqing_station_261e9453b3d2,园博园站,106.5600648,29.6774662,2011-10-08,2011-10,,
292,chongqing,g00360x00267,chongqing_station_d7997bafac81,翠云站,106.5690108,29.6887045,2011-10-08,2011-10,,
293,chongqing,g00326x00248,chongqing_station_8dc8c76d7bb4,高庙村(地铁站),106.4652753,29.5390418,2011-10-17,2011-10,,
294,chongqing,g00360x00270,chongqing_station_b1e2b649e671,长福路(地铁站),106.584916,29.6904623,2011-11-08,2011-11,,
295,chongqing,g00316x00268,chongqing_station_cb863c91388f,重庆交通大学(地铁站),106.5690795,29.4914923,2011-12-30,2011-12,,
296,chongqing,g00318x00268,chongqing_station_eca7ea8b8ba4,六公里(地铁站),106.5696453,29.5006959,2011-12-30,2011-12,,
297,chongqing,g00320x00268,chongqing_station_87de56c3ffa4,重庆工商大学(地铁站),106.5701892,29.5102414,2011-12-30,2011-12,,
298,chongqing,g00322x00268,chongqing_station_adc9e6bf8f43,四公里(地铁站),106.572456,29.5195678,2011-12-30,2011-12,,
299,chongqing,g00324x00267,chongqing_station_4a073f9acd2b,南坪站,106.56624,29.52876,2011-12-30,2011-12,,
300,chongqing,g00347x00264,chongqing_station_0413d4b04c3e,童家院子(地铁站),106.5513774,29.6312291,2011-12-30,2011-12,,
301,chongqing,g00361x00274,chongqing_station_2c45d9661e35,回兴站,106.6020468,29.6932001,2011-12-30,2011-12,,
302,chongqing,g00363x00276,chongqing_station_3b43264ae853,双龙站,106.6150688,29.7007386,2011-12-30,2011-12,,
303,chongqing,g00366x00279,chongqing_station_25e616484de6,碧津(地铁站),106.6288985,29.7139859,2011-12-30,2011-12,,
304,chongqing,g00367x00280,chongqing_station_d1a8d928651d,江北机场T2航站楼(地铁站),106.6345337,29.7215256,2011-12-30,2011-12,,
305,shenyang,g00116x00199,shenyang_station_b2cc41bd601b,桃仙机场(地铁站),123.4885348,41.6313568,2011-12-30,2011-12,,
306,shenyang,g00123x00193,shenyang_station_01414f3fac89,中央公园(地铁站),123.4519645,41.664167,2011-12-30,2011-12,,
307,shenyang,g00128x00194,shenyang_station_1e64e54b6688,沈中大街(地铁站),123.4588701,41.6857969,2011-12-30,2011-12,,
308,shenyang,g00132x00197,shenyang_station_eee54eaa78be,全运路(地铁站),123.4765122,41.7051766,2011-12-30,2011-12,,
309,shenyang,g00135x00194,shenyang_station_4aa3f21d74ed,世纪大厦(地铁站),123.455897,41.7174243,2011-12-30,2011-12,,
310,shenyang,g00140x00192,shenyang_station_56d6965fea07,奥体中心(地铁站),123.4474951,41.7406748,2011-12-30,2011-12,,
311,shenyang,g00142x00190,shenyang_station_6b8e0315f0d1,五里河(地铁站),123.434898,41.7503378,2011-12-30,2011-12,,
312,shenyang,g00153x00189,shenyang_station_e608166842b9,人民广场(地铁站),123.4280973,41.8020727,2011-12-30,2011-12,,
313,shenyang,g00157x00188,shenyang_station_0e0a0ae09d41,岐山路(地铁站),123.4231171,41.8202969,2011-12-30,2011-12,,
314,shenyang,g00161x00187,shenyang_station_d33340f0e20e,北陵公园(地铁站),123.4180914,41.8369584,2011-12-30,2011-12,,
315,shenyang,g00163x00186,shenyang_station_689d152ece63,新乐遗址(地铁站),123.4127384,41.845035,2011-12-30,2011-12,,
316,shenyang,g00168x00186,shenyang_station_c4cdf4d22a6c,三台子(地铁站),123.4109755,41.8658952,2011-12-30,2011-12,,
317,shenyang,g00172x00186,shenyang_station_ae51a5d1cf53,医学院(地铁站),123.4092313,41.8838327,2011-12-30,2011-12,,
318,shenyang,g00176x00185,shenyang_station_415be1b3df7d,师范大学(地铁站),123.4024683,41.9051779,2011-12-30,2011-12,,
319,shenyang,g00183x00183,shenyang_station_ad11e2f19766,人杰湖公园(地铁站),123.3921511,41.9341674,2011-12-30,2011-12,,
320,beijing,g00100x00172,beijing_station_b93cb3280de0,郭公庄(地铁站),116.2958232,39.8130637,2011-12-31,2011-12,,
321,beijing,g00102x00171,beijing_station_f34149f9f34a,丰台科技园(地铁站),116.2911176,39.8239815,2011-12-31,2011-12,,
322,beijing,g00104x00171,beijing_station_7f6cbd235323,科怡路(地铁站),116.2913722,39.8312276,2011-12-31,2011-12,,
323,beijing,g00106x00171,beijing_station_80288c4703ce,丰台南路(地铁站),116.2905357,39.8395004,2011-12-31,2011-12,,
324,beijing,g00111x00171,beijing_station_d55c8092786d,七里庄(地铁站),116.2882344,39.8657314,2011-12-31,2011-12,,
325,beijing,g00114x00172,beijing_station_927df766ad58,六里桥(地铁站),116.2967322,39.8789752,2011-12-31,2011-12,,
326,beijing,g00116x00174,beijing_station_a2ec1ce432e7,六里桥东(地铁站),116.308922,39.8858392,2011-12-31,2011-12,,
327,beijing,g00146x00185,beijing_station_6510d8479ec1,林萃桥(地铁站),116.3667599,40.0205152,2011-12-31,2011-12,,
328,beijing,g00149x00181,beijing_station_eb3f1484b13f,永泰庄(地铁站),116.3483712,40.0363625,2011-12-31,2011-12,,
329,beijing,g00151x00181,beijing_station_1066eb477f82,西小口(地铁站),116.34544,40.045512,2011-12-31,2011-12,,
330,beijing,g00154x00180,beijing_station_c91b43e2c325,育新(地铁站),116.3409637,40.058921,2011-12-31,2011-12,,
331,beijing,g00157x00182,beijing_station_f281fc20287d,霍营站,116.3539423,40.070441,2011-12-31,2011-12,,
332,beijing,g00159x00183,beijing_station_2b4fb7745540,回龙观东大街(地铁站),116.3567969,40.0798129,2011-12-31,2011-12,,
333,beijing,g00169x00225,beijing_station_c9378459e7e3,南法信(地铁站),116.6037157,40.1274243,2011-12-31,2011-12,,
334,beijing,g00169x00231,beijing_station_47095e4fd7ad,石门(地铁站),116.6352442,40.1287141,2011-12-31,2011-12,,
335,beijing,g00169x00233,beijing_station_63431087e56a,顺义(地铁站),116.6511096,40.1288789,2011-12-31,2011-12,,
336,beijing,g00170x00238,beijing_station_cc3f8b4d4992,俸伯(地铁站),116.6787402,40.1314052,2011-12-31,2011-12,,
337,chongqing,g00337x00259,chongqing_station_f027ab8d6b3c,红旗河沟站,106.5224393,29.5881676,2012-03-01,2012-03,,
338,suzhou,g00131x00137,suzhou_station_597f9f2fe534,木渎(地铁站),120.513783,31.2770418,2012-04-28,2012-04,,
339,suzhou,g00131x00139,suzhou_station_f92a18ad3f10,金枫路(地铁站),120.525268,31.2785909,2012-04-28,2012-04,,
340,suzhou,g00131x00142,suzhou_station_097902b09252,汾湖路(地铁站),120.5375658,31.2801757,2012-04-28,2012-04,,
341,suzhou,g00132x00143,suzhou_station_32c7d6293141,玉山路(地铁站),120.5452254,31.2855522,2012-04-28,2012-04,,
342,suzhou,g00136x00145,suzhou_station_facc4d5ff3ac,塔园路(地铁站),120.5524665,31.3021135,2012-04-28,2012-04,,
343,suzhou,g00136x00147,suzhou_station_c084e2ba4f6f,滨河路(地铁站),120.5619139,31.3029442,2012-04-28,2012-04,,
344,suzhou,g00136x00149,suzhou_station_030499b72b22,西环路(地铁站),120.5729741,31.3037167,2012-04-28,2012-04,,
345,suzhou,g00137x00151,suzhou_station_5547aecec0d3,桐泾北路站,120.5866667,31.305,2012-04-28,2012-04,,
346,suzhou,g00137x00156,suzhou_station_dd37ae7476d4,养育巷站,120.60956,31.30724,2012-04-28,2012-04,,
347,suzhou,g00138x00160,suzhou_station_5609cefb01fc,相门(地铁站),120.6346463,31.3119534,2012-04-28,2012-04,,
348,suzhou,g00138x00163,suzhou_station_52d1d211d120,东环路(地铁站),120.6456544,31.3143857,2012-04-28,2012-04,,
349,suzhou,g00139x00167,suzhou_station_d1c10364d20e,星海广场(地铁站),120.6665506,31.3175907,2012-04-28,2012-04,,
350,suzhou,g00141x00173,suzhou_station_08089a7d174d,文化博览中心(地铁站),120.7000184,31.325246,2012-04-28,2012-04,,
351,suzhou,g00141x00176,suzhou_station_df35e534be26,星湖街(地铁站),120.7160804,31.325191,2012-04-28,2012-04,,
352,suzhou,g00141x00178,suzhou_station_0d051edbd926,南施街(地铁站),120.7287695,31.3264895,2012-04-28,2012-04,,
353,suzhou,g00141x00183,suzhou_station_f368a8ece2cc,钟南街(地铁站),120.7518587,31.3284969,2012-04-28,2012-04,,
354,chongqing,g00341x00259,chongqing_station_2c61d27b8ec7,郑家院子(地铁站),106.5261761,29.6022452,2012-05-01,2012-05,,
355,changchun,g00180x00235,changchun_station_9dddd478667e,海口路(地铁站),125.3580511,43.8613306,2012-05-06,2012-05,,
356,changchun,g00184x00235,changchun_station_3892e1007c6f,吉林大路(地铁站),125.357672,43.8788361,2012-05-06,2012-05,,
357,changchun,g00189x00232,changchun_station_174626e999c5,伪满皇宫(地铁站),125.345854,43.9041583,2012-05-06,2012-05,,
358,changchun,g00191x00230,changchun_station_e30a5c9bc312,北亚泰大街(地铁站),125.3304985,43.9099885,2012-05-06,2012-05,,
359,kunming,g00161x00148,kunming_station_d07380b3dbfe,东部汽车站(地铁站),102.7868216,25.0391933,2012-06-28,2012-06,,
360,kunming,g00174x00176,kunming_station_b805ab75d81f,机场中心(地铁站),102.9263469,25.0985779,2012-06-28,2012-06,,
361,tianjin,g00148x00094,tianjin_station_d4bb519e9fc7,咸阳路(地铁站),117.1288747,39.1366169,2012-07-01,2012-07,,
362,tianjin,g00148x00099,tianjin_station_f4eda0cdba8e,广开四马路(地铁站),117.1553682,39.1365443,2012-07-01,2012-07,,
363,tianjin,g00148x00100,tianjin_station_97da8eb949f5,西南角(地铁站),117.1656404,39.1362746,2012-07-01,2012-07,,
364,tianjin,g00148x00109,tianjin_station_5d1e825bf43d,远洋国际中心(地铁站),117.2149768,39.1355197,2012-07-01,2012-07,,
365,tianjin,g00149x00111,tianjin_station_d8fb14f57b80,顺驰桥(地铁站),117.2273332,39.1404206,2012-07-01,2012-07,,
366,tianjin,g00150x00086,tianjin_station_2319aee4b586,曹庄(地铁站),117.0845286,39.1445174,2012-07-01,2012-07,,
367,tianjin,g00150x00090,tianjin_station_f11b00e01482,卞兴(地铁站),117.1028508,39.1450484,2012-07-01,2012-07,,
368,tianjin,g00150x00115,tianjin_station_12bdeee3417b,翠阜新村(地铁站),117.2513346,39.1429975,2012-07-01,2012-07,,
369,tianjin,g00151x00122,tianjin_station_8cfcfdb58d93,登州路(地铁站),117.2895718,39.1494536,2012-07-01,2012-07,,
370,tianjin,g00152x00124,tianjin_station_9fe8c1d19897,国山路(地铁站),117.3034104,39.1530243,2012-07-01,2012-07,,
371,tianjin,g00153x00129,tianjin_station_eac27d196abf,空港经济区(地铁站),117.3283877,39.1565399,2012-07-01,2012-07,,
372,chengdu,g00131x00246,chengdu_station_392d8f8de1df,洪河(地铁站),104.1550291,30.6074979,2012-09-16,2012-09,,
373,chengdu,g00135x00244,chengdu_station_cd6c936fee4b,成渝立交(地铁站),104.1449327,30.6272796,2012-09-16,2012-09,,
374,chengdu,g00136x00239,chengdu_station_d4c3020cebf9,塔子山公园(地铁站),104.1203904,30.6318876,2012-09-16,2012-09,,
375,chengdu,g00138x00236,chengdu_station_10353506437a,牛市口(地铁站),104.1051213,30.6403203,2012-09-16,2012-09,,
376,chengdu,g00140x00232,chengdu_station_38a22f9f9d82,东门大桥(地铁站),104.0847723,30.6505968,2012-09-16,2012-09,,
377,chengdu,g00142x00228,chengdu_station_d5375ec18f34,天府广场站,104.06386,30.65987,2012-09-16,2012-09,,
378,chengdu,g00148x00221,chengdu_station_71651fd14e0d,蜀汉路东(地铁站),104.0266369,30.6853564,2012-09-16,2012-09,,
379,chengdu,g00153x00218,chengdu_station_f118ca5a3f23,茶店子客运站(地铁站),104.0113332,30.7085072,2012-09-16,2012-09,,
